area,promotion_bureau,commune,type,april,may,june,july,august,september,october,november,december,january,february,march,sum,previous_year,comparison_with_previous_year
道央,石狩,当別町,内日帰客,86.3,158.2,133.4,133.5,157.1,139.3,116.3,62.8,35.4,42.4,37.1,61,1162.8,808.8,143.8,
道央,石狩,当別町,内宿泊客,0.4,1.3,1.9,4.8,7.1,3.2,1.40000000000,0.60000000000,0.50000000000,0.40000000000,0.40000000000,0.50000000000,22.5,25.4,88.6,
道央,石狩,当別町,宿泊客延数,0.4,1.3,1.9,4.9,7.2,3.3,1.40000000000,0.60000000000,0.50000000000,0.50000000000,0.50000000000,0.50000000000,23,25.9,88.8,
道央,石狩,新篠津村,入込総数,15.9,16.2,16.3,21.1,24.6,17,13.4,11.2,8.6,13.5,12.8,12.5,183.1,178.5,102.6,
道央,石狩,新篠津村,内道外客,0,0.1,0.1,0.2,0.2,0.1,0.1,0,0.1,0.1,0.1,0.1,1.2,0.7,171.4,
道央,石狩,新篠津村,内道内客,15.9,16.1,16.2,20.9,24.4,16.9,13.3,11.2,8.5,13.4,12.7,12.4,181.9,177.8,102.3,
道央,石狩,新篠津村,内日帰客,15.2,15.4,15.2,19.2,21.9,15.6,12,10,7.5,12.4,11.7,11.4,167.5,162.1,103.3,
道央,石狩,新篠津村,内宿泊客,0.7,0.8,1.1,1.9,2.7,1.4,1.4,1.2,1.1,1.1,1.1,1.1,15.6,16.4,95.1,
道央,石狩,新篠津村,宿泊客延数,0.7,0.8,1.1,1.9,2.7,1.4,1.4,1.2,1.1,1.1,1.1,1.1,15.6,16.5,94.5,
道央,後志,小樽市,入込総数,506.4,604.1,683.9,844,865.5,451,572.5,487.2,689.3,689.6,815.3,605.4,7814.2,8061.6,96.9,
道央,後志,小樽市,内道外客,187.1,209.9,322.4,368.1,406.2,248.9,234.3,220.6,257.2,247.8,240.7,229,3172.2,3131.2,101.3,
道央,後志,小樽市,内道内客,319.3,394.2,361.5,475.9,459.3,202.1,338.2,266.6,432.1,441.8,574.6,376.4,4642,4930.4,94.2,
道央,後志,小樽市,内日帰客,459.3,538.9,610.9,759.4,770.5,395.9,509,431.4,623,623.3,748.8,547,7017.4,7304.1,96.1,
道央,後志,小樽市,内宿泊客,47.1,65.2,73,84.6,95,55.1,63.5,55.8,66.3,66.3,66.5,58.4,796.8,757.5,105.2,
道央,後志,小樽市,宿泊客延数,54.8,76,86.3,99.1,111.3,64.9,74,65.2,80.9,82.5,83.2,70,948.2,885.1,107.1,
道央,後志,島牧村,入込総数,3,7.2,7.7,10,14.1,6.6,5.7,1.2,0.9,0.9,1.3,1.7,60.3,68.4,88.2,
道央,後志,島牧村,内道外客,0.6,1.4,1.5,2,2.8,1.3,1.1,0.2,0.2,0.2,0.3,0.3,11.9,11.8,100.8,
道央,後志,島牧村,内道内客,2.4,5.8,6.2,8,11.3,5.3,4.6,1,0.7,0.7,1,1.4,48.4,56.6,85.5,
道央,後志,島牧村,内日帰客,2.6,6.7,7.3,6.7,8.4,5.4,5.4,1.1,0.9,0.7,0.9,1.5,47.6,55.1,86.4,
道央,後志,島牧村,内宿泊客,0.4,0.5,0.4,3.3,5.7,1.2,0.3,0.1,0,0.2,0.4,0.2,12.7,13.3,95.5,
道央,後志,島牧村,宿泊客延数,0.4,0.5,0.5,3.4,6,1.3,0.3,0.1,0,0.2,0.4,0.2,13.3,14.2,93.7,
道央,後志,寿都町,入込総数,24.6,59.3,33,37.6,65,26.4,8.2,6.1,5.1,5.2,4.6,7,282.1,238.5,118.3,
道央,後志,寿都町,内道外客,0.8,2.8,1.5,1.8,3.3,1.1,0.1,0.1,0.1,0.1,0.1,0.1,11.9,9.8,121.4,
道央,後志,寿都町,内道内客,23.8,56.5,31.5,35.8,61.7,25.3,8.1,6,5,5.1,4.5,6.9,270.2,228.7,118.1,
道央,後志,寿都町,内日帰客,21,51.3,27.4,31.4,54.4,22.5,7.4,5.5,4.6,4.7,4.1,6.3,240.6,204,117.9,
道央,後志,寿都町,内宿泊客,3.6,8,5.6,6.2,10.6,3.9,0.8,0.6,0.5,0.5,0.5,0.7,41.5,34.5,120.3,
道央,後志,寿都町,宿泊客延数,3.8,8.4,5.9,6.6,11.1,4.1,0.8,0.6,0.5,0.5,0.5,0.8,43.6,36.8,118.5,
道央,後志,黒松内町,入込総数,26.4,37.9,34.7,42.7,49.8,27.5,29.6,17.7,10.2,9.7,10.8,18.8,315.8,346,91.3,
道央,後志,黒松内町,内道外客,1.4,2,2,2.5,3.6,1.5,1.6,1,0.7,0.7,0.7,1,18.7,16.2,115.4,
道央,後志,黒松内町,内道内客,25,35.9,32.7,40.2,46.2,26,28,16.7,9.5,9,10.1,17.8,297.1,329.8,90.1,
道央,後志,黒松内町,内日帰客,25.9,36.9,33.5,40.7,46.8,26.3,28.8,17.4,9.8,9.4,10.4,18.4,304.3,335.4,90.7,
道央,後志,黒松内町,内宿泊客,0.5,1,1.2,2,3,1.2,0.8,0.3,0.4,0.3,0.4,0.4,11.5,10.6,108.5,
道央,後志,黒松内町,宿泊客延数,0.5,1,1.2,2,3,1.2,0.8,0.3,0.4,0.3,0.4,0.4,11.5,10.6,108.5,
道央,後志,蘭越町,入込総数,51.8,73.2,76.4,71.8,98,70.3,74.2,36.4,33.9,53,41.7,42.7,723.4,814.2,88.8,
道央,後志,蘭越町,内道外客,3.9,11.1,12.3,13.4,21.5,10.2,8.7,1.8,4.2,14.7,11.2,6.2,119.2,123.7,96.4,
道央,後志,蘭越町,内道内客,47.9,62.1,64.1,58.4,76.5,60.1,65.5,34.6,29.7,38.3,30.5,36.5,604.2,690.5,87.5,
道央,後志,蘭越町,内日帰客,47.9,68,70.1,65.3,88.3,64.8,68.4,31.9,28.8,46.9,36.4,38.4,655.2,746.9,87.7,
道央,後志,蘭越町,内宿泊客,3.9,5.2,6.3,6.5,9.7,5.5,5.8,4.5,5.1,6.1,5.3,4.3,68.2,67.3,101.3,
道央,後志,蘭越町,宿泊客延数,4.7,6.2,7.6,7.8,11.6,6.6,7,5.4,6.1,7.3,6.4,5.2,81.9,80.9,101.2,
道央,後志,ニセコ町,入込総数,71,98,99,138,191,118,104,54,162,253,221,159,1668,1672.4,99.7,
道央,後志,ニセコ町,内道外客,29,39,44,69,100,56,44,19,107,165,144,99,915,917,99.8,
道央,後志,ニセコ町,内道内客,42,59,55,69,91,62,60,35,55,88,77,60,753,755.4,99.7,
道央,後志,ニセコ町,内日帰客,56,77,75,105,150,95,81,37,130,212,181,126,1325,1311.3,101,
道央,後志,ニセコ町,内宿泊客,15,21,24,33,41,23,23,17,32,41,40,33,343,361.1,95,
道央,後志,ニセコ町,宿泊客延数,23,31,34,47,65,33,31,23,49,62,62,48,508,628.7,80.8,
道央,後志,真狩村,入込総数,28.7,43.4,42,40.6,42.1,50.2,47,33,30.2,29.2,25.7,32.1,444.2,441.2,100.7,
道央,後志,真狩村,内道外客,5.8,8.7,8.4,8.1,8.4,10.1,5.2,3.6,3.4,3.2,2.8,3.6,71.3,71,100.4,
道央,後志,真狩村,内道内客,22.9,34.7,33.6,32.5,33.7,40.1,41.8,29.4,26.8,26,22.9,28.5,372.9,370.2,100.7,
道央,後志,真狩村,内日帰客,28.4,42.8,40.7,38.4,39.1,48.2,46.2,32.5,29.7,28.5,25,31.7,431.2,427.7,100.8,
道央,後志,真狩村,内宿泊客,0.3,0.6,1.3,2.2,3,2,0.8,0.5,0.5,0.7,0.7,0.4,13,13.5,96.3,
道央,後志,真狩村,宿泊客延数,0.4,0.8,1.4,2.3,3.3,2.2,1.1,0.7,0.6,0.9,0.8,0.6,15.1,13.5,111.9,
道央,後志,留寿都村,入込総数,37.1,56.9,65.5,98.1,190.4,79,53.9,5.3,152.6,298.4,258.1,215.2,1510.5,1510.1,100,
道央,後志,留寿都村,内道外客,6.8,22.3,29.1,29.6,50.8,34.4,14.2,1.2,62.8,106.2,101.7,87.6,546.7,563.9,96.9,
道央,後志,留寿都村,内道内客,30.3,34.6,36.4,68.5,139.6,44.6,39.7,4.1,89.8,192.2,156.4,127.6,963.8,946.2,101.9,
道央,後志,留寿都村,内日帰客,31.9,40,46.2,76.3,160.2,65.4,38.8,4.2,130.3,275.9,237.4,195.4,1302,1297.7,100.3,
道央,後志,留寿都村,内宿泊客,5.2,16.9,19.3,21.8,30.2,13.6,15.1,1.1,22.3,22.5,20.7,19.8,208.5,212.4,98.2,
道央,後志,留寿都村,宿泊客延数,9.3,18.3,24.7,31,48.4,18.1,20.9,2.1,50.1,62.5,51.9,47,384.3,390.2,98.5,
道央,後志,喜茂別町,入込総数,184,464,340,262.7,361.2,195.6,207.2,90.6,71.1,81.1,94.8,95.4,2447.7,2583.6,94.7,
道央,後志,喜茂別町,内道外客,18,45.4,33.3,25.7,35.3,19.1,20.3,8.9,7,7.9,9.3,9.3,239.5,252.6,94.8,
道央,後志,喜茂別町,内道内客,166,418.6,306.7,237,325.9,176.5,186.9,81.7,64.1,73.2,85.5,86.1,2208.2,2331,94.7,
道央,後志,喜茂別町,内日帰客,184,464,340,262.7,361.2,195.6,207.2,90.6,71.1,81.1,94.8,95.4,2447.7,2583.6,94.7,
道央,後志,喜茂別町,内宿泊客,0,0,0,0,0,0,0,0,0,0,0,0,0,0,－,
道央,後志,喜茂別町,宿泊客延数,0,0,0,0,0,0,0,0,0,0,0,0,0,0,－,
道央,後志,京極町,入込総数,56.3,108.8,94.5,127.4,137.8,136.9,86.1,39.9,42,36.6,37.5,40.8,944.6,812.5,116.3,
道央,後志,京極町,内道外客,20,31.2,32.1,34.1,27.7,26.3,24.5,15.1,18.8,17.1,15.8,15.2,277.9,315.6,88.1,
道央,後志,京極町,内道内客,36.3,77.6,62.4,93.3,110.1,110.6,61.6,24.8,23.2,19.5,21.7,25.6,666.7,496.9,134.2,
道央,後志,京極町,内日帰客,56.1,108.2,93.4,125.1,134.8,135.2,85.2,39.4,41.6,36.1,36.9,40.5,932.5,799.7,116.6,
道央,後志,京極町,内宿泊客,0.2,0.6,1.1,2.3,3,1.7,0.9,0.5,0.4,0.5,0.6,0.3,12.1,12.8,94.5,
道央,後志,京極町,宿泊客延数,0.2,0.6,1.1,2.3,3,1.7,0.9,0.5,0.4,0.5,0.6,0.3,12.1,12.8,94.5,
道央,後志,倶知安町,入込総数,113.9,40.1,100.2,173,189.1,100,77.6,22.7,194.2,250.6,243.4,141.8,1646.6,1614.1,102,
道央,後志,倶知安町,内道外客,34.9,6.5,21.6,53.9,69,19,25.6,5.7,89.6,145.3,136,74.8,681.9,622.7,109.5,
道央,後志,倶知安町,内道内客,79,33.6,78.6,119.1,120.1,81,52,17,104.6,105.3,107.4,67,964.7,991.4,97.3,
道央,後志,倶知安町,内日帰客,77.4,26,63.9,111.2,105,63.5,56.9,11.9,127.5,169.5,169.5,84.8,1067.1,1046.9,101.9,
道央,後志,倶知安町,内宿泊客,36.5,14.1,36.3,61.8,84.1,36.5,20.7,10.8,66.7,81.1,73.9,57,579.5,567.2,102.2,
道央,後志,倶知安町,宿泊客延数,79.1,20.5,52.8,115.2,139.2,53.8,31.2,19.9,190.2,237.5,209.7,126.9,1276,1273,100.2,
道央,後志,共和町,入込総数,0.9,1.3,22,21,48.3,28.4,69.3,1.2,1,1.1,1.1,2.6,198.2,213,93.1,
道央,後志,共和町,内道外客,0.2,0.2,2,1.9,10.1,4,6.8,0.1,0.1,0.2,0.3,0.1,26,26.7,97.4,
道央,後志,共和町,内道内客,0.7,1.1,20,19.1,38.2,24.4,62.5,1.1,0.9,0.9,0.8,2.5,172.2,186.3,92.4,
道央,後志,共和町,内日帰客,0.7,0.5,21,20,46.4,26.1,68.5,1.1,0.9,1,0.8,1.9,188.9,203.1,93,
道央,後志,共和町,内宿泊客,0.2,0.8,1,1,1.9,2.3,0.8,0.1,0.1,0.1,0.3,0.7,9.3,9.9,93.9,
道央,後志,共和町,宿泊客延数,0.2,0.8,1,1.3,2.4,2.7,1.2,0.1,0.1,0.1,0.3,0.7,10.9,11.5,94.8,
道央,後志,岩内町,入込総数,16.8,27.8,24.3,110.1,86.8,25.5,23.3,13.5,11.2,11.7,12.5,13.1,376.6,410.8,91.7,
道央,後志,岩内町,内道外客,0.7,0.8,1.3,1.9,2.2,1.5,2.5,1.2,1.9,0.9,1.5,1.4,17.8,26.4,67.4,
道央,後志,岩内町,内道内客,16.1,27,23,108.2,84.6,24,20.8,12.3,9.3,10.8,11,11.7,358.8,384.4,93.3,
道央,後志,岩内町,内日帰客,12,22.4,17.3,100.3,75.8,18.8,20.9,12.3,9.3,10.8,11.1,11.7,322.7,346,93.3,
道央,後志,岩内町,内宿泊客,4.8,5.4,7,9.8,11,6.7,2.4,1.2,1.9,0.9,1.4,1.4,53.9,64.8,83.2,
道央,後志,岩内町,宿泊客延数,4.8,5.4,7,9.8,11,6.7,2.4,1.2,1.9,0.9,1.4,1.4,53.9,71,75.9,
道央,後志,泊村,入込総数,6.1,7.7,9,18.2,19.4,5.7,7.3,5.2,3.2,2.9,3.1,4.6,92.4,105.1,87.9,
道央,後志,泊村,内道外客,0,0.1,0.2,0.7,2,0.6,0.1,0,0,0,0,0,3.7,1.3,284.6,
道央,後志,泊村,内道内客,6.1,7.6,8.8,17.5,17.4,5.1,7.2,5.2,3.2,2.9,3.1,4.6,88.7,103.8,85.5,
道央,後志,泊村,内日帰客,6,7.6,8.8,17.8,19,5.5,7.2,5.1,3.1,2.8,2.9,4.5,90.3,102.9,87.8,
道央,後志,泊村,内宿泊客,0.1,0.1,0.2,0.4,0.4,0.2,0.1,0.1,0.1,0.1,0.2,0.1,2.1,2.2,95.5,
道央,後志,泊村,宿泊客延数,0.1,0.1,0.2,0.4,0.4,0.2,0.1,0.1,0.1,0.1,0.2,0.1,2.1,2.2,95.5,
道央,後志,神恵内村,入込総数,15.2,21.5,24.1,35.7,37.9,13.5,12.8,9.4,5.8,6.4,6.3,9,197.6,208.4,94.8,
道央,後志,神恵内村,内道外客,1.8,2.8,3.2,7.3,6.7,2.4,0.9,0.5,0.4,0.3,0.2,0.5,27,12,225,
道央,後志,神恵内村,内道内客,13.4,18.7,20.9,28.4,31.2,11.1,11.9,8.9,5.4,6.1,6.1,8.5,170.6,196.4,86.9,
道央,後志,神恵内村,内日帰客,15.1,21,23.8,34.5,35.7,13.1,12.5,9.3,5.7,6.4,6.2,9,192.3,200.7,95.8,
道央,後志,神恵内村,内宿泊客,0.1,0.5,0.3,1.2,2.2,0.4,0.3,0.1,0.1,0,0.1,0,5.3,7.7,68.8,
道央,後志,神恵内村,宿泊客延数,0.2,0.9,0.6,2.2,4.1,0.7,0.6,0.2,0.2,0,0.2,0,9.9,14.4,68.8,
道央,後志,積丹町,入込総数,54.1,67.4,132.9,260.2,272.7,125.4,77.2,23.3,7.2,2.7,5,8.7,1036.8,1058.6,97.9,
道央,後志,積丹町,内道外客,1.9,8.7,25.3,41.9,30.6,15,4.4,0.8,0.2,0,0,0.1,128.9,131.2,98.2,
道央,後志,積丹町,内道内客,52.2,58.7,107.6,218.3,242.1,110.4,72.8,22.5,7,2.7,5,8.6,907.9,927.4,97.9,
道央,後志,積丹町,内日帰客,52.1,65.6,130.3,228.6,250.5,120.6,75.3,22.4,6.9,2.6,5,8.4,968.3,988.9,97.9,
道央,後志,積丹町,内宿泊客,2,1.8,2.6,31.6,22.2,4.8,1.9,0.9,0.3,0.1,0.1,0.3,68.6,69.7,98.4,
道央,後志,積丹町,宿泊客延数,2.1,1.9,2.7,31.9,23.9,4.9,2.1,1,0.3,0.1,0.1,0.4,71.3,72.4,98.5,
道央,後志,古平町,入込総数,4.2,5.6,14.2,15.8,15.1,7.8,5.6,3.5,3.9,3.1,2.8,2.9,84.5,86.4,97.8,
道央,後志,古平町,内道外客,0.1,0.1,0.4,0.5,0.6,0.2,0.1,0.1,0.1,0.1,0.1,0.1,2.5,2.5,100,
道央,後志,古平町,内道内客,4.1,5.5,13.8,15.3,14.5,7.6,5.5,3.4,3.8,3,2.7,2.8,82,83.9,97.7,
道央,後志,古平町,内日帰客,4.1,5.3,13.2,13.3,10.9,7.2,5.5,3.4,3.8,3,2.7,2.8,75.2,76,98.9,
道央,後志,古平町,内宿泊客,0.1,0.3,1,2.5,4.2,0.6,0.1,0.1,0.1,0.1,0.1,0.1,9.3,10.4,89.4,
道央,後志,古平町,宿泊客延数,0.1,0.3,1,2.9,5,0.6,0.2,0.1,0.1,0.1,0.1,0.1,10.6,12.1,87.6,
道央,後志,仁木町,入込総数,2.5,5.2,11.1,96.4,34.3,29.3,24,2.6,0.8,3.5,1.1,0.1,210.9,240.7,87.6,
道央,後志,仁木町,内道外客,0,0,0,0.7,0.2,0.3,0.5,0,0,0,0,0,1.7,1.6,106.3,
道央,後志,仁木町,内道内客,2.5,5.2,11.1,95.7,34.1,29,23.5,2.6,0.8,3.5,1.1,0.1,209.2,239.1,87.5,
道央,後志,仁木町,内日帰客,2.5,5.1,11,96.1,33.8,29.1,23.9,2.6,0.8,3.5,1.1,0.1,209.6,239.2,87.6,
道央,後志,仁木町,内宿泊客,0,0.1,0.1,0.3,0.5,0.2,0.1,0,0,0,0,0,1.3,1.5,86.7,
道央,後志,仁木町,宿泊客延数,0,0.1,0.1,0.3,0.5,0.2,0.1,0,0,0,0,0,1.3,1.5,86.7,
道央,後志,余市町,入込総数,59.3,103.4,118.3,196.7,164.4,115.2,103,63.5,41.1,31.9,38.7,49.5,1085,1163.6,93.2,
道央,後志,余市町,内道外客,26.1,43.2,53.7,60.8,55,31.8,47.5,32.2,21.1,16.4,20.4,25.3,433.5,435.7,99.5,
道央,後志,余市町,内道内客,33.2,60.2,64.6,135.9,109.4,83.4,55.5,31.3,20,15.5,18.3,24.2,651.5,727.9,89.5,
道央,後志,余市町,内日帰客,58.2,100.9,115.1,193.8,160.9,113.2,101.4,62.2,39.8,30.8,37.4,48.4,1062.1,1140.3,93.1,
道央,後志,余市町,内宿泊客,1.1,2.5,3.2,2.9,3.5,2,1.6,1.3,1.3,1.1,1.3,1.1,22.9,23.3,98.3,
道央,後志,余市町,宿泊客延数,1.2,3.2,3.9,3.2,3.9,2,1.8,1.4,1.4,1.2,1.4,1.1,25.7,25.4,101.2,
道央,後志,赤井川村,入込総数,98.2,103.9,104.6,119.6,135.5,86,79.9,42,88.5,93.7,79.6,101.6,1133.1,1351.7,83.8,
道央,後志,赤井川村,内道外客,14.3,20.8,20.1,23.9,27.1,17.2,16,8.4,17.7,18.7,15.9,20.3,220.4,196,112.4,
道央,後志,赤井川村,内道内客,83.9,83.1,84.5,95.7,108.4,68.8,63.9,33.6,70.8,75,63.7,81.3,912.7,1155.7,79,
道央,後志,赤井川村,内日帰客,84.9,92.8,91.4,102.5,112.8,77.5,71.1,40.9,65.1,72,58,80.2,949.2,1213.1,78.2,
道央,後志,赤井川村,内宿泊客,13.3,11.1,13.2,17.1,22.7,8.5,8.8,1.1,23.4,21.7,21.6,21.4,183.9,138.6,132.7,
道央,後志,赤井川村,宿泊客延数,13.3,11.1,13.2,17.1,22.7,8.5,8.8,1.1,23.4,21.7,21.6,21.4,183.9,205.6,89.4,
道央,胆振,室蘭市,入込総数,77.4,135.5,102.6,170.9,220.9,145.6,146.8,119.00000000000,26.00000000000,28.50000000000,21.60000000000,47.50000000000,1242.3,1201.8,103.4,
道央,胆振,室蘭市,内道外客,26.6,44.8,42.1,76.2,86.8,42.5,56,47.1,10,10.4,8.2,18.2,468.9,511.7,91.6,
道央,胆振,室蘭市,内道内客,50.8,90.7,60.5,94.7,134.1,103.1,90.8,71.9,16,18.1,13.4,29.3,773.4,690.1,112.1,
道央,胆振,室蘭市,内日帰客,54.4,110.3,77.7,143,191.7,121.9,123.2,95.7,3.9,8.6,0.6,26.6,957.6,951.5,100.6,
道央,胆振,室蘭市,内宿泊客,23,25.2,24.9,27.9,29.2,23.7,23.6,23.3,22.1,19.9,21,20.9,284.7,250.3,113.7,
道央,胆振,室蘭市,宿泊客延数,29.3,33.2,32.5,34.5,36.5,30.4,30.20000000000,30.00000000000,27.80000000000,25.40000000000,27.10000000000,26.20000000000,363.2,365.7,99.3,
道央,胆振,苫小牧市,入込総数,132.1,177.7,189.5,214.9,307.3,163.2,198.9,144,113.6,93.6,127.3,132.9,1995,1994.8,100,
道央,胆振,苫小牧市,内道外客,45.4,60.6,64.9,76.4,82.1,53.9,63.7,54.2,33.8,32.2,38.9,48.8,654.9,612.7,106.9,
道央,胆振,苫小牧市,内道内客,86.7,117.1,124.6,138.5,225.2,109.3,135.2,89.8,79.8,61.4,88.4,84.1,1340.1,1382.1,97,
道央,胆振,苫小牧市,内日帰客,124.2,167.8,178.9,199.3,287.8,151.3,190.8,135.9,105.6,86.3,120.5,125.6,1874,1871.9,100.1,
道央,胆振,苫小牧市,内宿泊客,7.9,9.9,10.6,15.6,19.5,11.9,8.1,8.1,8,7.3,6.8,7.3,121,122.9,98.5,
道央,胆振,苫小牧市,宿泊客延数,9.9,12.2,13.6,18.2,23.2,14.9,10.00000000000,9.70000000000,10.10000000000,9.00000000000,8.30000000000,8.70000000000,147.8,169.2,87.4,
道央,胆振,登別市,入込総数,271.7,333.3,331.7,390.2,469.8,200.4,286,266.5,318.5,341.5,294.5,279.2,3783.3,4048.9,93.4,
道央,胆振,登別市,内道外客,132.9,161.8,181.2,214.8,251,94,143.5,135.8,180.1,177.1,156.7,135.3,1964.2,2085.8,94.2,
道央,胆振,登別市,内道内客,138.8,171.5,150.5,175.4,218.8,106.4,142.5,130.7,138.4,164.4,137.8,143.9,1819.1,1963.1,92.7,
道央,胆振,登別市,内日帰客,188.9,232.8,233.2,276.7,340.1,134.6,186.5,168.9,206.3,213.7,189.7,181.3,2552.7,2748.1,92.9,
道央,胆振,登別市,内宿泊客,82.8,100.5,98.5,113.5,129.7,65.8,99.5,97.6,112.2,127.8,104.8,97.9,1230.6,1300.8,94.6,
道央,胆振,登別市,宿泊客延数,84.1,101.3,99.3,114.6,131.1,66.5,101.30000000000,98.90000000000,115.10000000000,130.30000000000,107.10000000000,98.90000000000,1248.5,1314.7,95,
道央,胆振,伊達市,入込総数,134.8,190.6,151,154,199,161.7,198.5,142.9,102.7,119.7,79.5,92.9,1727.3,1810.7,95.4,
道央,胆振,伊達市,内道外客,2.8,4.4,7,7.1,11.7,6.5,8.2,4.4,3.7,6.8,2.5,3,68.1,72.3,94.2,
道央,胆振,伊達市,内道内客,132,186.2,144,146.9,187.3,155.2,190.3,138.5,99,112.9,77,89.9,1659.2,1738.4,95.4,
道央,胆振,伊達市,内日帰客,122.1,171,132.6,131.3,169.7,145.2,177.2,122.5,83.9,94.5,59.3,70,1479.3,1588,93.2,
道央,胆振,伊達市,内宿泊客,12.7,19.6,18.4,22.7,29.3,16.5,21.3,20.4,18.8,25.2,20.2,22.9,248,222.7,111.4,
道央,胆振,伊達市,宿泊客延数,14.5,22,20.3,24.2,30.9,17.8,24.00000000000,23.80000000000,21.40000000000,27.30000000000,22.10000000000,24.70000000000,273,245.3,111.3,
道央,胆振,豊浦町,入込総数,33,45,67,41,60,32,32,23,18,18,17,31,417,403.4,103.4,
道央,胆振,豊浦町,内道外客,2.8,13,14,17,18,10.7,0.5,0.2,0.2,0.2,0.2,0.3,77.1,78.7,98,
道央,胆振,豊浦町,内道内客,30.2,32,53,24,42,21.3,31.5,22.8,17.8,17.8,16.8,30.7,339.9,324.7,104.7,
道央,胆振,豊浦町,内日帰客,32.4,44.1,65.8,36.5,49,30.6,31.2,22.7,17.6,17.6,16.6,30.6,394.7,381,103.6,
道央,胆振,豊浦町,内宿泊客,0.6,0.9,1.2,4.5,11,1.4,0.8,0.3,0.4,0.4,0.4,0.4,22.3,22.4,99.6,
道央,胆振,豊浦町,宿泊客延数,0.6,0.9,1.2,4.5,11,1.4,0.80000000000,0.30000000000,0.40000000000,0.40000000000,0.40000000000,0.40000000000,22.3,22.4,99.6,
道央,胆振,壮瞥町,入込総数,154.1,197.6,207,231.6,250.3,141.7,190.6,136.8,131.8,126.9,129.4,109.9,2007.7,2187.3,91.8,
道央,胆振,壮瞥町,内道外客,46.2,59.3,62.1,69.5,75.1,42.5,57.2,41,39.6,38.1,38.8,33,602.4,656.3,91.8,
道央,胆振,壮瞥町,内道内客,107.9,138.3,144.9,162.1,175.2,99.2,133.4,95.8,92.2,88.8,90.6,76.9,1405.3,1531,91.8,
道央,胆振,壮瞥町,内日帰客,134.2,175,184.2,202.8,213,122.5,168.1,118,112.1,104.4,112.8,91.4,1738.5,1859.2,93.5,
道央,胆振,壮瞥町,内宿泊客,19.9,22.6,22.8,28.8,37.3,19.2,22.5,18.8,19.7,22.5,16.6,18.5,269.2,328.1,82,
道央,胆振,壮瞥町,宿泊客延数,19.9,22.6,22.8,28.8,37.3,19.2,22.50000000000,18.80000000000,19.80000000000,22.50000000000,16.60000000000,18.50000000000,269.3,328.2,82.1,
道央,胆振,白老町,入込総数,106.4,138.2,170.2,166.8,167.7,172.9,121.1,110.9,99.5,81.9,77,92.8,1505.4,1735.5,86.7,
道央,胆振,白老町,内道外客,8.8,16.7,15.1,16.8,16.6,15.6,18.7,16.4,11.7,10,9.2,6.6,162.2,327.8,49.5,
道央,胆振,白老町,内道内客,97.6,121.5,155.1,150,151.1,157.3,102.4,94.5,87.8,71.9,67.8,86.2,1343.2,1407.7,95.4,
道央,胆振,白老町,内日帰客,101,130.4,162.9,158.1,158.4,166.2,113.2,104.1,93.3,75.5,71.5,86.4,1421,1646.3,86.3,
道央,胆振,白老町,内宿泊客,5.4,7.8,7.3,8.7,9.3,6.7,7.9,6.8,6.2,6.4,5.5,6.4,84.4,89.2,94.6,
道央,胆振,白老町,宿泊客延数,5.4,7.8,7.3,8.7,9.3,6.7,7.90000000000,6.80000000000,6.20000000000,6.40000000000,5.50000000000,6.40000000000,84.4,89.2,94.6,
道央,胆振,厚真町,入込総数,2.7,14.1,39.3,20.9,18.1,12.5,6,5.1,2,5.1,6.4,6.6,138.8,159.3,87.1,
道央,胆振,厚真町,内道外客,0.1,0.4,0.6,0.7,0.6,0.5,0.3,0.1,0,0,0,0,3.3,3.4,97.1,
道央,胆振,厚真町,内道内客,2.6,13.7,38.7,20.2,17.5,12,5.7,5,2,5.1,6.4,6.6,135.5,155.9,86.9,
道央,胆振,厚真町,内日帰客,2.5,13.4,38.4,19.8,16.9,12.1,5.6,4.9,1.2,4.4,5.6,5.9,130.7,149.5,87.4,
道央,胆振,厚真町,内宿泊客,0.2,0.7,0.9,1.1,1.2,0.4,0.40000000000,0.20000000000,0.80000000000,0.70000000000,0.80000000000,0.70000000000,8.1,9.8,82.7,
道央,胆振,厚真町,宿泊客延数,0.2,0.7,0.9,1.1,1.2,0.4,0.40000000000,0.20000000000,0.80000000000,0.70000000000,0.80000000000,0.70000000000,8.1,9.8,82.7,
道央,胆振,洞爺湖町,入込総数,133.4,226.7,257.3,344.7,396.8,191.1,232.8,160.7,181.4,155.9,137.2,174.3,2592.3,2931.7,88.4,
道央,胆振,洞爺湖町,内道外客,76.8,147.2,158.7,230.2,282.2,116.3,131.5,90.6,129.9,101.2,97.9,138.5,1700.8,1961.3,86.7,
道央,胆振,洞爺湖町,内道内客,56.6,79.5,98.6,114.5,114.6,74.8,101.3,70.1,51.5,54.7,39.3,35.8,891.5,970.4,91.9,
道央,胆振,洞爺湖町,内日帰客,89.8,166,197,276.5,324.3,147.7,175.4,112.8,124.2,96,84.9,123,1917.5,2241.6,85.5,
道央,胆振,洞爺湖町,内宿泊客,43.6,60.7,60.3,68.2,72.5,43.4,57.4,47.9,57.2,59.9,52.3,51.3,674.8,690.1,97.8,
道央,胆振,洞爺湖町,宿泊客延数,45.9,63.9,64.7,72.1,77.8,47.8,60.30000000000,50.00000000000,62.20000000000,66.30000000000,57.70000000000,54.10000000000,722.6,732.9,98.6,
